Local Authority,Library,Month,Type,Loans
CAMBS,Mobile Library,2019-12,Adult fiction,35
CAMBS,Mobile Library,2019-12,Adult fiction hardback,77
CAMBS,Mobile Library,2019-12,Adult fiction large print hardback,18
CAMBS,Mobile Library,2019-12,Adult fiction large print paperback,19
CAMBS,Mobile Library,2019-12,Adult fiction paperback,162
CAMBS,Mobile Library,2019-12,Adult non fiction hardback,23
CAMBS,Mobile Library,2019-12,Adult non fiction paperback,29
CAMBS,Mobile Library,2019-12,Adult non-fiction,4
CAMBS,Mobile Library,2019-12,Adult spoken word cassette set,13
CAMBS,Mobile Library,2019-12,Adult spoken word CD set,16
CAMBS,Mobile Library,2019-12,Children's fiction,3
CAMBS,Mobile Library,2019-12,Children's non-fiction,2
CAMBS,Mobile Library,2019-12,Junior fiction,39
CAMBS,Mobile Library,2019-12,Junior non-fiction,10
CAMBS,Mobile Library,2019-12,Teenage,8
CAMBS,Mobile Library,2020-01,Adult fiction,45
CAMBS,Mobile Library,2020-01,Adult fiction hardback,184
CAMBS,Mobile Library,2020-01,Adult fiction large print hardback,125
CAMBS,Mobile Library,2020-01,Adult fiction large print paperback,139
CAMBS,Mobile Library,2020-01,Adult fiction paperback,434
CAMBS,Mobile Library,2020-01,Adult non fiction hardback,44
CAMBS,Mobile Library,2020-01,Adult non fiction large print hardback,5
CAMBS,Mobile Library,2020-01,Adult non fiction large print paperback,1
CAMBS,Mobile Library,2020-01,Adult non fiction paperback,66
CAMBS,Mobile Library,2020-01,Adult non-fiction,8
CAMBS,Mobile Library,2020-01,Adult spoken word cassette set,6
CAMBS,Mobile Library,2020-01,Adult spoken word CD,1
CAMBS,Mobile Library,2020-01,Adult spoken word CD set,7
CAMBS,Mobile Library,2020-01,Bott village college fiction,1
CAMBS,Mobile Library,2020-01,Children's fiction,17
CAMBS,Mobile Library,2020-01,Children's non-fiction,1
CAMBS,Mobile Library,2020-01,DVD: 15,1
CAMBS,Mobile Library,2020-01,Junior fiction,254
CAMBS,Mobile Library,2020-01,Junior non-fiction,16
CAMBS,Mobile Library,2020-01,Quick Pick fiction,4
CAMBS,Mobile Library,2020-01,Quick Pick non-fiction,1
CAMBS,Mobile Library,2020-01,Young adult,1
CAMBS,Papworth Library,2019-12,Adult fiction,1
CAMBS,Papworth Library,2019-12,Adult fiction hardback,5
CAMBS,Papworth Library,2019-12,Adult fiction large print hardback,2
CAMBS,Papworth Library,2019-12,Adult fiction paperback,5
CAMBS,Papworth Library,2019-12,Adult non fiction hardback,1
CAMBS,Papworth Library,2019-12,Adult non fiction paperback,6
CAMBS,Papworth Library,2019-12,Adult non-fiction,1
CAMBS,Papworth Library,2019-12,Children's spoken word CD set,4
CAMBS,Papworth Library,2019-12,Devices and electronics,1
CAMBS,Papworth Library,2019-12,Junior fiction,67
CAMBS,Papworth Library,2019-12,Junior non-fiction,1
CAMBS,Papworth Library,2019-12,Teenage,3
CAMBS,Papworth Library,2020-01,Adult fiction,1
CAMBS,Papworth Library,2020-01,Adult fiction hardback,8
CAMBS,Papworth Library,2020-01,Adult fiction large print hardback,4
CAMBS,Papworth Library,2020-01,Adult fiction large print paperback,1
CAMBS,Papworth Library,2020-01,Adult fiction paperback,19
CAMBS,Papworth Library,2020-01,Adult non fiction hardback,2
CAMBS,Papworth Library,2020-01,Adult non fiction paperback,17
CAMBS,Papworth Library,2020-01,Adult spoken word cassette set,1
CAMBS,Papworth Library,2020-01,Adult spoken word CD set,1
CAMBS,Papworth Library,2020-01,DVD: U,1
CAMBS,Papworth Library,2020-01,Junior fiction,88
CAMBS,Papworth Library,2020-01,Junior non-fiction,7
CAMBS,Papworth Library,2020-01,Teenage,4
CAMBS,Papworth Library,2020-01,Young adult,2
CAMBS,Papworth Library,2020-01,Young adult plus,1
CAMBS,Ramsey Library,2019-12,Adult fiction,9
CAMBS,Ramsey Library,2019-12,Adult fiction hardback,50
CAMBS,Ramsey Library,2019-12,Adult fiction large print hardback,5
CAMBS,Ramsey Library,2019-12,Adult fiction large print paperback,6
CAMBS,Ramsey Library,2019-12,Adult fiction paperback,71
CAMBS,Ramsey Library,2019-12,Adult non fiction hardback,15
CAMBS,Ramsey Library,2019-12,Adult non fiction large print hardback,1
CAMBS,Ramsey Library,2019-12,Adult non fiction paperback,22
CAMBS,Ramsey Library,2019-12,Adult non-fiction,8
CAMBS,Ramsey Library,2019-12,Children's fiction,1
CAMBS,Ramsey Library,2019-12,Children's non-fiction,1
CAMBS,Ramsey Library,2019-12,Junior fiction,85
CAMBS,Ramsey Library,2019-12,Junior non-fiction,9
CAMBS,Ramsey Library,2019-12,Quick Pick fiction,1
CAMBS,Ramsey Library,2019-12,Teenage,1
CAMBS,Ramsey Library,2020-01,Adult fiction,10
CAMBS,Ramsey Library,2020-01,Adult fiction hardback,50
CAMBS,Ramsey Library,2020-01,Adult fiction large print hardback,3
CAMBS,Ramsey Library,2020-01,Adult fiction large print paperback,2
CAMBS,Ramsey Library,2020-01,Adult fiction paperback,115
CAMBS,Ramsey Library,2020-01,Adult non fiction hardback,18
CAMBS,Ramsey Library,2020-01,Adult non fiction large print hardback,1
CAMBS,Ramsey Library,2020-01,Adult non fiction large print paperback,1
CAMBS,Ramsey Library,2020-01,Adult non fiction paperback,21
CAMBS,Ramsey Library,2020-01,Adult non-fiction,5
CAMBS,Ramsey Library,2020-01,Adult spoken word CD set,2
CAMBS,Ramsey Library,2020-01,Children's fiction,2
CAMBS,Ramsey Library,2020-01,Junior fiction,128
CAMBS,Ramsey Library,2020-01,Junior non-fiction,11
CAMBS,Ramsey Library,2020-01,Quick Pick fiction,3
CAMBS,Ramsey Library,2020-01,Teenage,6
CAMBS,Ramsey Library,2020-01,Young adult,2
CAMBS,Rock Road Library,2019-12,Adult fiction,4
CAMBS,Rock Road Library,2019-12,Adult fiction hardback,17
CAMBS,Rock Road Library,2019-12,Adult fiction large print paperback,4
CAMBS,Rock Road Library,2019-12,Adult fiction paperback,52
CAMBS,Rock Road Library,2019-12,Adult non fiction hardback,9
CAMBS,Rock Road Library,2019-12,Adult non fiction paperback,7
CAMBS,Rock Road Library,2019-12,Adult non-fiction,1
CAMBS,Rock Road Library,2019-12,Adult spoken word CD,1
CAMBS,Rock Road Library,2019-12,Adult spoken word CD set,2
CAMBS,Rock Road Library,2019-12,Blu-Ray: 12,1
CAMBS,Rock Road Library,2019-12,Children's non-fiction,1
CAMBS,Rock Road Library,2019-12,Children's spoken word CD set,4
CAMBS,Rock Road Library,2019-12,DVD: 12,1
CAMBS,Rock Road Library,2019-12,DVD: 15,1
CAMBS,Rock Road Library,2019-12,DVD: PG,1
CAMBS,Rock Road Library,2019-12,DVD: U,2
CAMBS,Rock Road Library,2019-12,Junior fiction,200
CAMBS,Rock Road Library,2019-12,Junior non-fiction,28
CAMBS,Rock Road Library,2019-12,Teenage,10
CAMBS,Rock Road Library,2019-12,Young adult,4
CAMBS,Rock Road Library,2019-12,Young adult plus,3
CAMBS,Rock Road Library,2020-01,Adult fiction,6
CAMBS,Rock Road Library,2020-01,Adult fiction hardback,44
CAMBS,Rock Road Library,2020-01,Adult fiction large print hardback,4
CAMBS,Rock Road Library,2020-01,Adult fiction large print paperback,5
CAMBS,Rock Road Library,2020-01,Adult fiction paperback,91
CAMBS,Rock Road Library,2020-01,Adult non fiction hardback,24
CAMBS,Rock Road Library,2020-01,Adult non fiction large print hardback,1
CAMBS,Rock Road Library,2020-01,Adult non fiction paperback,23
CAMBS,Rock Road Library,2020-01,Adult non-fiction,3
CAMBS,Rock Road Library,2020-01,Adult spoken word CD set,9
CAMBS,Rock Road Library,2020-01,Children's fiction,4
CAMBS,Rock Road Library,2020-01,Children's non-fiction,1
CAMBS,Rock Road Library,2020-01,Children's spoken word CD set,6
CAMBS,Rock Road Library,2020-01,DVD: 12,1
CAMBS,Rock Road Library,2020-01,DVD: U,2
CAMBS,Rock Road Library,2020-01,Junior fiction,244
CAMBS,Rock Road Library,2020-01,Junior non-fiction,68
CAMBS,Rock Road Library,2020-01,Picture Book,2
CAMBS,Rock Road Library,2020-01,Quick Pick fiction,1
CAMBS,Rock Road Library,2020-01,Teenage,14
CAMBS,Rock Road Library,2020-01,Young adult,6
CAMBS,Rock Road Library,2020-01,Young adult plus,1
CAMBS,Sawston Library,2019-12,Adult fiction,1
CAMBS,Sawston Library,2019-12,Adult fiction hardback,18
CAMBS,Sawston Library,2019-12,Adult fiction large print hardback,2
CAMBS,Sawston Library,2019-12,Adult fiction paperback,47
CAMBS,Sawston Library,2019-12,Adult non fiction hardback,7
CAMBS,Sawston Library,2019-12,Adult non fiction paperback,16
CAMBS,Sawston Library,2019-12,Adult spoken word CD,1
CAMBS,Sawston Library,2019-12,Children's spoken word CD set,1
CAMBS,Sawston Library,2019-12,Junior fiction,109
CAMBS,Sawston Library,2019-12,Junior non-fiction,9
CAMBS,Sawston Library,2019-12,Picture Book,2
CAMBS,Sawston Library,2019-12,Quick Pick fiction,2
CAMBS,Sawston Library,2020-01,Adult fiction,4
CAMBS,Sawston Library,2020-01,Adult fiction hardback,20
CAMBS,Sawston Library,2020-01,Adult fiction large print hardback,4
CAMBS,Sawston Library,2020-01,Adult fiction large print paperback,6
CAMBS,Sawston Library,2020-01,Adult fiction paperback,42
CAMBS,Sawston Library,2020-01,Adult non fiction hardback,6
CAMBS,Sawston Library,2020-01,Adult non fiction large print hardback,1
CAMBS,Sawston Library,2020-01,Adult non fiction large print paperback,2
CAMBS,Sawston Library,2020-01,Adult non fiction paperback,20
CAMBS,Sawston Library,2020-01,Adult non-fiction,1
CAMBS,Sawston Library,2020-01,Adult spoken word CD,2
CAMBS,Sawston Library,2020-01,Adult spoken word CD set,7
CAMBS,Sawston Library,2020-01,Children's spoken word cassette set,1
CAMBS,Sawston Library,2020-01,Children's spoken word CD set,8
CAMBS,Sawston Library,2020-01,Junior fiction,255
CAMBS,Sawston Library,2020-01,Junior non-fiction,39
CAMBS,Sawston Library,2020-01,Picture Book,1
CAMBS,Sawston Library,2020-01,Quick Pick fiction,1
CAMBS,Sawston Library,2020-01,Teenage,14
CAMBS,Sawston Library,2020-01,Young adult,9
CAMBS,Sawston Library,2020-01,Young adult plus,4
CAMBS,Sawtry Library,2019-12,Adult fiction,2
CAMBS,Sawtry Library,2019-12,Adult fiction hardback,15
CAMBS,Sawtry Library,2019-12,Adult fiction large print hardback,1
CAMBS,Sawtry Library,2019-12,Adult fiction paperback,41
CAMBS,Sawtry Library,2019-12,Adult non fiction hardback,2
CAMBS,Sawtry Library,2019-12,Adult non fiction large print hardback,1
CAMBS,Sawtry Library,2019-12,Adult non fiction paperback,9
CAMBS,Sawtry Library,2019-12,Adult non-fiction,1
CAMBS,Sawtry Library,2019-12,Adult spoken word CD set,1
CAMBS,Sawtry Library,2019-12,Children's fiction,2
CAMBS,Sawtry Library,2019-12,Children's non-fiction,2
CAMBS,Sawtry Library,2019-12,Inter-library loan,1
CAMBS,Sawtry Library,2019-12,Junior fiction,39
CAMBS,Sawtry Library,2019-12,Junior non-fiction,8
CAMBS,Sawtry Library,2019-12,Quick Pick fiction,2
CAMBS,Sawtry Library,2019-12,Teenage,1
CAMBS,Sawtry Library,2019-12,Young adult,1
CAMBS,Sawtry Library,2020-01,Adult fiction,6
CAMBS,Sawtry Library,2020-01,Adult fiction hardback,22
CAMBS,Sawtry Library,2020-01,Adult fiction large print hardback,2
CAMBS,Sawtry Library,2020-01,Adult fiction large print paperback,1
CAMBS,Sawtry Library,2020-01,Adult fiction paperback,42
CAMBS,Sawtry Library,2020-01,Adult non fiction hardback,5
CAMBS,Sawtry Library,2020-01,Adult non fiction paperback,7
CAMBS,Sawtry Library,2020-01,Adult non-fiction,3
CAMBS,Sawtry Library,2020-01,Children's fiction,2
CAMBS,Sawtry Library,2020-01,Junior fiction,47
CAMBS,Sawtry Library,2020-01,Junior non-fiction,11
CAMBS,Sawtry Library,2020-01,Teenage,1
CAMBS,Soham Library,2019-12,Adult fiction,3
CAMBS,Soham Library,2019-12,Adult fiction hardback,15
CAMBS,Soham Library,2019-12,Adult fiction large print hardback,1
CAMBS,Soham Library,2019-12,Adult fiction paperback,53
CAMBS,Soham Library,2019-12,Adult non fiction hardback,12
CAMBS,Soham Library,2019-12,Adult non fiction paperback,12
CAMBS,Soham Library,2019-12,Children's non-fiction,2
CAMBS,Soham Library,2019-12,Junior fiction,94
CAMBS,Soham Library,2019-12,Junior non-fiction,19
CAMBS,Soham Library,2019-12,Map,1
CAMBS,Soham Library,2019-12,Picture Book,2
CAMBS,Soham Library,2019-12,Quick Pick fiction,5
CAMBS,Soham Library,2019-12,Teenage,4
CAMBS,Soham Library,2019-12,Young adult plus,1
CAMBS,Soham Library,2020-01,Adult fiction,5
CAMBS,Soham Library,2020-01,Adult fiction hardback,30
CAMBS,Soham Library,2020-01,Adult fiction large print hardback,3
CAMBS,Soham Library,2020-01,Adult fiction large print paperback,1
CAMBS,Soham Library,2020-01,Adult fiction paperback,69
CAMBS,Soham Library,2020-01,Adult non fiction hardback,8
CAMBS,Soham Library,2020-01,Adult non fiction large print hardback,3
CAMBS,Soham Library,2020-01,Adult non fiction paperback,15
CAMBS,Soham Library,2020-01,Children's non-fiction,2
CAMBS,Soham Library,2020-01,Children's spoken word CD set,1
CAMBS,Soham Library,2020-01,DVD: 15,2
CAMBS,Soham Library,2020-01,Junior fiction,102
CAMBS,Soham Library,2020-01,Junior non-fiction,22
CAMBS,Soham Library,2020-01,Picture Book,1
CAMBS,Soham Library,2020-01,Quick Pick fiction,6
CAMBS,Somersham Library Access Point,2019-12,Adult fiction hardback,3
CAMBS,Somersham Library Access Point,2019-12,Adult fiction paperback,14
CAMBS,Somersham Library Access Point,2019-12,Junior fiction,23
CAMBS,Somersham Library Access Point,2019-12,Junior non-fiction,5
CAMBS,Somersham Library Access Point,2019-12,Picture Book,1
CAMBS,Somersham Library Access Point,2019-12,Young adult plus,3
CAMBS,Somersham Library Access Point,2020-01,Adult fiction,1
CAMBS,Somersham Library Access Point,2020-01,Adult fiction hardback,10
CAMBS,Somersham Library Access Point,2020-01,Adult fiction large print hardback,2
CAMBS,Somersham Library Access Point,2020-01,Adult fiction large print paperback,8
CAMBS,Somersham Library Access Point,2020-01,Adult fiction paperback,59
CAMBS,Somersham Library Access Point,2020-01,Adult non fiction hardback,9
CAMBS,Somersham Library Access Point,2020-01,Adult non fiction paperback,4
CAMBS,Somersham Library Access Point,2020-01,Adult non-fiction,1
CAMBS,Somersham Library Access Point,2020-01,Children's fiction,1
CAMBS,Somersham Library Access Point,2020-01,DVD: 15,1
CAMBS,Somersham Library Access Point,2020-01,Junior fiction,93
CAMBS,Somersham Library Access Point,2020-01,Junior non-fiction,10
CAMBS,Somersham Library Access Point,2020-01,Picture Book,3
CAMBS,Somersham Library Access Point,2020-01,Teenage,1
CAMBS,Somersham Library Access Point,2020-01,Young adult,6
CAMBS,Somersham Library Access Point,2020-01,Young adult plus,4
CAMBS,Somersham Library Access Point,2020-01,Adult fiction hardback,1
CAMBS,Somersham Library Access Point,2020-01,Adult non fiction hardback,1
CAMBS,Somersham Library Access Point,2020-01,Adult non fiction paperback,2
CAMBS,Somersham Library Access Point,2020-01,Junior fiction,2
CAMBS,St Ives Library,2019-12,Adult fiction,41
CAMBS,St Ives Library,2019-12,Adult fiction hardback,178
CAMBS,St Ives Library,2019-12,Adult fiction large print hardback,34
CAMBS,St Ives Library,2019-12,Adult fiction large print paperback,38
CAMBS,St Ives Library,2019-12,Adult fiction paperback,346
CAMBS,St Ives Library,2019-12,Adult non fiction hardback,71
CAMBS,St Ives Library,2019-12,Adult non fiction large print hardback,1
CAMBS,St Ives Library,2019-12,Adult non fiction large print paperback,1
CAMBS,St Ives Library,2019-12,Adult non fiction paperback,116
CAMBS,St Ives Library,2019-12,Adult non-fiction,8
CAMBS,St Ives Library,2019-12,Adult spoken word CD,1
CAMBS,St Ives Library,2019-12,Adult spoken word CD set,6
CAMBS,St Ives Library,2019-12,Children's fiction,15
CAMBS,St Ives Library,2019-12,Children's non-fiction,1
CAMBS,St Ives Library,2019-12,Children's spoken word CD set,10
CAMBS,St Ives Library,2019-12,DVD: 12,1
CAMBS,St Ives Library,2019-12,DVD: 15,2
CAMBS,St Ives Library,2019-12,DVD: PG,3
CAMBS,St Ives Library,2019-12,DVD: U,5
CAMBS,St Ives Library,2019-12,Junior fiction,424
CAMBS,St Ives Library,2019-12,Junior non-fiction,71
CAMBS,St Ives Library,2019-12,Music score,1
CAMBS,St Ives Library,2019-12,Quick Pick fiction,1
CAMBS,St Ives Library,2019-12,Teenage,5
CAMBS,St Ives Library,2019-12,Young adult,2
CAMBS,St Ives Library,2019-12,Young adult plus,2
CAMBS,St Ives Library,2020-01,Adult fiction,94
CAMBS,St Ives Library,2020-01,Adult fiction hardback,318
CAMBS,St Ives Library,2020-01,Adult fiction large print hardback,45
CAMBS,St Ives Library,2020-01,Adult fiction large print paperback,47
CAMBS,St Ives Library,2020-01,Adult fiction paperback,607
CAMBS,St Ives Library,2020-01,Adult non fiction hardback,67
CAMBS,St Ives Library,2020-01,Adult non fiction large print hardback,1
CAMBS,St Ives Library,2020-01,Adult non fiction large print paperback,1
CAMBS,St Ives Library,2020-01,Adult non fiction paperback,158
CAMBS,St Ives Library,2020-01,Adult non-fiction,10
CAMBS,St Ives Library,2020-01,Adult spoken word cassette set,11
CAMBS,St Ives Library,2020-01,Adult spoken word CD,3
CAMBS,St Ives Library,2020-01,Adult spoken word CD set,28
CAMBS,St Ives Library,2020-01,CD,3
CAMBS,St Ives Library,2020-01,CD set,1
CAMBS,St Ives Library,2020-01,Children's fiction,7
CAMBS,St Ives Library,2020-01,Children's non-fiction,2
CAMBS,St Ives Library,2020-01,DVD: 12,7
CAMBS,St Ives Library,2020-01,DVD: 15,5
CAMBS,St Ives Library,2020-01,DVD: PG,5
CAMBS,St Ives Library,2020-01,DVD: U,1
CAMBS,St Ives Library,2020-01,Junior fiction,417
CAMBS,St Ives Library,2020-01,Junior non-fiction,59
CAMBS,St Ives Library,2020-01,Map,5
CAMBS,St Ives Library,2020-01,Music CD,1
CAMBS,St Ives Library,2020-01,Quick Pick fiction,2
CAMBS,St Ives Library,2020-01,Teenage,9
CAMBS,St Ives Library,2020-01,Young adult,1
CAMBS,St Ives Library,2020-01,Young adult plus,2
CAMBS,St Ives Library,2020-01,Adult fiction,3
CAMBS,St Ives Library,2020-01,Adult fiction hardback,16
CAMBS,St Ives Library,2020-01,Adult fiction large print hardback,2
CAMBS,St Ives Library,2020-01,Adult fiction paperback,10
CAMBS,St Ives Library,2020-01,Adult non fiction hardback,8
CAMBS,St Ives Library,2020-01,Adult non fiction paperback,13
CAMBS,St Ives Library,2020-01,Children's fiction,1
CAMBS,St Ives Library,2020-01,Children's spoken word CD set,3
CAMBS,St Ives Library,2020-01,Junior fiction,45
CAMBS,St Ives Library,2020-01,Junior non-fiction,10
CAMBS,St Ives Library,2020-01,Map,3
CAMBS,St Ives Library,2020-01,Teenage,1
CAMBS,St Neots Library,2019-12,Adult fiction,43
CAMBS,St Neots Library,2019-12,Adult fiction hardback,117
CAMBS,St Neots Library,2019-12,Adult fiction large print hardback,11
CAMBS,St Neots Library,2019-12,Adult fiction large print paperback,15
CAMBS,St Neots Library,2019-12,Adult fiction paperback,384
CAMBS,St Neots Library,2019-12,Adult non fiction hardback,29
CAMBS,St Neots Library,2019-12,Adult non fiction large print paperback,1
CAMBS,St Neots Library,2019-12,Adult non fiction paperback,49
CAMBS,St Neots Library,2019-12,Adult non-fiction,1
CAMBS,St Neots Library,2019-12,Adult spoken word cassette set,4
CAMBS,St Neots Library,2019-12,Adult spoken word CD set,24
CAMBS,St Neots Library,2019-12,Children's fiction,28
CAMBS,St Neots Library,2019-12,Children's non-fiction,3
CAMBS,St Neots Library,2019-12,Children's spoken word CD set,4
CAMBS,St Neots Library,2019-12,DVD: 12,6
CAMBS,St Neots Library,2019-12,DVD: 15,2
CAMBS,St Neots Library,2019-12,DVD: PG,6
CAMBS,St Neots Library,2019-12,Junior fiction,618
CAMBS,St Neots Library,2019-12,Junior non-fiction,61
CAMBS,St Neots Library,2019-12,Map,3
CAMBS,St Neots Library,2019-12,Picture Book,3
CAMBS,St Neots Library,2019-12,Quick Pick fiction,5
CAMBS,St Neots Library,2019-12,Teenage,10
CAMBS,St Neots Library,2019-12,Young adult,3
CAMBS,St Neots Library,2019-12,Young adult plus,1
CAMBS,St Neots Library,2020-01,Adult fiction,69
CAMBS,St Neots Library,2020-01,Adult fiction hardback,140
CAMBS,St Neots Library,2020-01,Adult fiction large print hardback,38
CAMBS,St Neots Library,2020-01,Adult fiction large print paperback,65
CAMBS,St Neots Library,2020-01,Adult fiction paperback,472
CAMBS,St Neots Library,2020-01,Adult non fiction hardback,45
CAMBS,St Neots Library,2020-01,Adult non fiction large print hardback,1
CAMBS,St Neots Library,2020-01,Adult non fiction large print paperback,4
CAMBS,St Neots Library,2020-01,Adult non fiction paperback,86
CAMBS,St Neots Library,2020-01,Adult non-fiction,3
CAMBS,St Neots Library,2020-01,Adult spoken word CD set,21
CAMBS,St Neots Library,2020-01,Children's fiction,18
CAMBS,St Neots Library,2020-01,Children's non-fiction,3
CAMBS,St Neots Library,2020-01,Children's spoken word CD set,5
CAMBS,St Neots Library,2020-01,Devices and electronics,1
CAMBS,St Neots Library,2020-01,DVD: 12,3
CAMBS,St Neots Library,2020-01,DVD: PG,4
CAMBS,St Neots Library,2020-01,DVD: U,1
CAMBS,St Neots Library,2020-01,Junior fiction,653
CAMBS,St Neots Library,2020-01,Junior fiction paperback,1
CAMBS,St Neots Library,2020-01,Junior large print,1
CAMBS,St Neots Library,2020-01,Junior non-fiction,104
CAMBS,St Neots Library,2020-01,Picture Book,2
CAMBS,St Neots Library,2020-01,Quick Pick fiction,5
CAMBS,St Neots Library,2020-01,Teenage,24
CAMBS,St Neots Library,2020-01,Young adult,5
CAMBS,St Neots Library,2020-01,Young adult plus,4
CAMBS,Swavesey Library Access Point,2019-12,Adult fiction paperback,11
CAMBS,Swavesey Library Access Point,2019-12,Adult non fiction hardback,1
CAMBS,Swavesey Library Access Point,2019-12,Children's fiction,1
CAMBS,Swavesey Library Access Point,2019-12,Children's non-fiction,1
CAMBS,Swavesey Library Access Point,2019-12,Junior fiction,11
CAMBS,Swavesey Library Access Point,2019-12,Quick Pick fiction,1
CAMBS,Swavesey Library Access Point,2019-12,Teenage,1
CAMBS,Swavesey Library Access Point,2019-12,Young adult,1
CAMBS,Swavesey Library Access Point,2020-01,Adult fiction,1
CAMBS,Swavesey Library Access Point,2020-01,Adult fiction hardback,1
CAMBS,Swavesey Library Access Point,2020-01,Adult fiction large print paperback,1
CAMBS,Swavesey Library Access Point,2020-01,Adult fiction paperback,17
CAMBS,Swavesey Library Access Point,2020-01,Adult non fiction hardback,3
CAMBS,Swavesey Library Access Point,2020-01,Adult non-fiction,1
CAMBS,Swavesey Library Access Point,2020-01,Children's non-fiction,2
CAMBS,Swavesey Library Access Point,2020-01,Junior fiction,13
CAMBS,Swavesey Library Access Point,2020-01,Junior non-fiction,2
CAMBS,Swavesey Library Access Point,2020-01,Quick Pick fiction,2
CAMBS,Swavesey Library Access Point,2020-01,Teenage,1
CAMBS,Warboys Library,2019-12,Adult fiction,3
CAMBS,Warboys Library,2019-12,Adult fiction hardback,28
CAMBS,Warboys Library,2019-12,Adult fiction large print hardback,4
CAMBS,Warboys Library,2019-12,Adult fiction paperback,65
CAMBS,Warboys Library,2019-12,Adult non fiction hardback,6
CAMBS,Warboys Library,2019-12,Adult non fiction paperback,3
CAMBS,Warboys Library,2019-12,Junior fiction,27
CAMBS,Warboys Library,2019-12,Junior non-fiction,4
CAMBS,Warboys Library,2019-12,Picture Book,1
CAMBS,Warboys Library,2019-12,Quick Pick fiction,21
CAMBS,Warboys Library,2020-01,Adult fiction,15
CAMBS,Warboys Library,2020-01,Adult fiction hardback,13
CAMBS,Warboys Library,2020-01,Adult fiction large print hardback,4
CAMBS,Warboys Library,2020-01,Adult fiction large print paperback,1
CAMBS,Warboys Library,2020-01,Adult fiction paperback,71
CAMBS,Warboys Library,2020-01,Adult non fiction hardback,7
CAMBS,Warboys Library,2020-01,Adult non fiction paperback,7
CAMBS,Warboys Library,2020-01,Adult non-fiction,1
CAMBS,Warboys Library,2020-01,Adult spoken word cassette,3
CAMBS,Warboys Library,2020-01,Adult spoken word cassette set,9
CAMBS,Warboys Library,2020-01,Adult spoken word CD set,16
CAMBS,Warboys Library,2020-01,Junior fiction,43
CAMBS,Warboys Library,2020-01,Junior non-fiction,8
CAMBS,Warboys Library,2020-01,Quick Pick fiction,19
CAMBS,Warboys Library,2020-01,Teenage,1
CAMBS,Waterbeach Library Access Point,2019-12,Adult fiction hardback,1
CAMBS,Waterbeach Library Access Point,2019-12,Adult fiction paperback,17
CAMBS,Waterbeach Library Access Point,2019-12,Adult non fiction hardback,1
CAMBS,Waterbeach Library Access Point,2019-12,Adult non fiction paperback,2
CAMBS,Waterbeach Library Access Point,2019-12,Junior fiction,61
CAMBS,Waterbeach Library Access Point,2019-12,Junior large print,2
CAMBS,Waterbeach Library Access Point,2019-12,Junior non-fiction,6
CAMBS,Waterbeach Library Access Point,2019-12,Picture Book,1
CAMBS,Waterbeach Library Access Point,2019-12,Young adult,2
CAMBS,Waterbeach Library Access Point,2020-01,Adult fiction hardback,3
CAMBS,Waterbeach Library Access Point,2020-01,Adult fiction large print paperback,2
CAMBS,Waterbeach Library Access Point,2020-01,Adult fiction paperback,57
CAMBS,Waterbeach Library Access Point,2020-01,Adult non fiction hardback,2
CAMBS,Waterbeach Library Access Point,2020-01,Adult non fiction paperback,4
CAMBS,Waterbeach Library Access Point,2020-01,Adult non-fiction,2
CAMBS,Waterbeach Library Access Point,2020-01,Adult spoken word CD set,1
CAMBS,Waterbeach Library Access Point,2020-01,DVD: 12,1
CAMBS,Waterbeach Library Access Point,2020-01,DVD: 15,1
CAMBS,Waterbeach Library Access Point,2020-01,Junior fiction,214
CAMBS,Waterbeach Library Access Point,2020-01,Junior large print,2
CAMBS,Waterbeach Library Access Point,2020-01,Junior non-fiction,46
CAMBS,Waterbeach Library Access Point,2020-01,Young adult,10
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult fiction,9
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult fiction hardback,29
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult fiction large print hardback,9
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult fiction large print paperback,9
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult fiction paperback,86
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult non fiction hardback,7
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult non fiction large print hardback,1
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult non fiction paperback,8
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult non-fiction,1
CAMBS,Whittlesey Library Learning Centre,2019-12,Adult spoken word CD set,11
CAMBS,Whittlesey Library Learning Centre,2019-12,Children's fiction,1
CAMBS,Whittlesey Library Learning Centre,2019-12,Children's spoken word CD set,3
CAMBS,Whittlesey Library Learning Centre,2019-12,DVD: 12,1
CAMBS,Whittlesey Library Learning Centre,2019-12,Junior fiction,47
CAMBS,Whittlesey Library Learning Centre,2019-12,Junior non-fiction,4
CAMBS,Whittlesey Library Learning Centre,2019-12,Quick Pick fiction,2
CAMBS,Whittlesey Library Learning Centre,2019-12,Young adult,2
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult fiction,16
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult fiction hardback,30
CAMBS,Whittlesey Library Learning Centre,2020-01,Adult fiction large print hardback,10
