Local Authority,Library,Date,Name,Attendees
Cambridgeshire,March,05-09-2019,Assisted Digital,1
Cambridgeshire,March,05-09-2019,Assisted Digital,1
Cambridgeshire,March,05-09-2019,assisted Digital,1
Cambridgeshire,March,05-09-2019,assisted Digital,1
Cambridgeshire,March,05-09-2019,assisted Digital,1
Cambridgeshire,March,06-09-2019,assisted Digital,1
Cambridgeshire,March,06-09-2019,assisted Digital,1
Cambridgeshire,March,06-09-2019,assisted Digital,2
Cambridgeshire,March,07-09-2019,assisted Digital,1
Cambridgeshire,March,09-09-2019,assisted Digital,1
Cambridgeshire,March,10-09-2019,assisted Digital,1
Cambridgeshire,March,10-09-2019,assisted Digital,2
Cambridgeshire,March,10-09-2019,assisted Digital,1
Cambridgeshire,March,10-09-2019,assisted Digital,1
Cambridgeshire,March,10-09-2019,assisted Digital,1
Cambridgeshire,March,11-09-2019,Assisted Digital,1
Cambridgeshire,March,12-09-2019,Assisted Digital,1
Cambridgeshire,March,12-09-2019,Assisted Digital,1
Cambridgeshire,March,12-09-2019,Assisted Digital,1
Cambridgeshire,March,13-09-2019,Assisted Digital,1
Cambridgeshire,March,13-09-2019,Assisted Digital,1
Cambridgeshire,March,13-09-2019,Assisted Digital,1
Cambridgeshire,March,14-09-2019,Assisted Digital,1
Cambridgeshire,March,16-09-2019,Assisted Digital,1
Cambridgeshire,March,16-09-2019,Assisted Digital,1
Cambridgeshire,March,16-09-2019,Assisted Digital,1
Cambridgeshire,March,17-09-2019,Assisted Digital,1
Cambridgeshire,March,17-09-2019,Assisted Digital,1
Cambridgeshire,March,17-09-2019,Assisted Digital,1
Cambridgeshire,March,17-09-2019,Assisted Digital,1
Cambridgeshire,March,18-09-2019,Assisted Digital,1
Cambridgeshire,March,18-09-2019,Assisted Digital,1
Cambridgeshire,March,19-09-2019,Assisted Digital,1
Cambridgeshire,March,20-09-2019,Assisted Digital,1
Cambridgeshire,March,20-09-2019,Assisted Digital,1
Cambridgeshire,March,20-09-2019,Assisted Digital,1
Cambridgeshire,March,21-09-2019,Other Events (Children),2
Cambridgeshire,March,23-09-2019,Other Events (Children),8
Cambridgeshire,March,23-09-2019,Rhymetimes,26
Cambridgeshire,March,23-09-2019,Rhymetimes,31
Cambridgeshire,March,28-09-2019,Other Events (Children),16
Cambridgeshire,March,28-09-2019,Other Events (Children),3
Cambridgeshire,March,30-09-2019,Rhymetimes,30
Cambridgeshire,March,30-09-2019,Rhymetimes,32
Cambridgeshire,March,03-10-2019,Class Visits,30
Cambridgeshire,March,20-09-2019,Assisted Digital,1
Cambridgeshire,March,23-09-2019,Assisted Digital,1
Cambridgeshire,March,23-09-2019,Assisted Digital,1
Cambridgeshire,March,26-09-2019,Assisted Digital,1
Cambridgeshire,March,26-09-2019,Assisted Digital,1
Cambridgeshire,March,26-09-2019,Assisted Digital,1
Cambridgeshire,March,26-09-2019,Assisted Digital,1
Cambridgeshire,March,27-09-2019,assisted Digital,1
Cambridgeshire,March,27-09-2019,assisted Digital,1
Cambridgeshire,March,27-09-2019,assisted Digital,1
Cambridgeshire,March,27-09-2019,assisted Digital,1
Cambridgeshire,March,30-09-2019,assisted Digital,1
Cambridgeshire,March,30-09-2019,assisted Digital,1
Cambridgeshire,March,30-09-2019,assisted Digital,1
Cambridgeshire,March,30-09-2019,assisted Digital,1
Cambridgeshire,March,30-09-2019,assisted Digital,1
Cambridgeshire,March,01-10-2019,Assisted Digital,1
Cambridgeshire,March,01-10-2019,Assisted Digital,1
Cambridgeshire,March,02-10-2019,Assisted Digital,1
Cambridgeshire,March,02-10-2019,Assisted Digital,1
Cambridgeshire,March,02-10-2019,Assisted Digital,1
Cambridgeshire,March,02-10-2019,Assisted Digital,1
Cambridgeshire,March,04-10-2019,Other Events (Adult),58
Cambridgeshire,March,04-10-2019,Assisted Digital,1
Cambridgeshire,March,04-10-2019,Assisted Digital,1
Cambridgeshire,March,04-10-2019,Assisted Digital,1
Cambridgeshire,March,05-10-2019,Storytimes,27
Cambridgeshire,March,07-10-2019,Other Events (Children),16
Cambridgeshire,March,07-10-2019,Rhymetimes,37
Cambridgeshire,March,07-10-2019,Rhymetimes,33
Cambridgeshire,March,08-10-2019,Assisted Digital,1
Cambridgeshire,March,08-10-2019,Assisted Digital,1
Cambridgeshire,March,08-10-2019,Assisted Digital,1
Cambridgeshire,March,08-10-2019,Assisted Digital,1
Cambridgeshire,March,08-10-2019,Assisted Digital,1
Cambridgeshire,March,08-10-2019,Assisted Digital,1
Cambridgeshire,March,08-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,10-10-2019,Assisted Digital,1
Cambridgeshire,March,11-10-2019,Assisted Digital,1
Cambridgeshire,March,11-10-2019,Assisted Digital,1
Cambridgeshire,March,11-10-2019,Class Visits,42
Cambridgeshire,March,11-10-2019,Class Visits,39
Cambridgeshire,March,14-10-2019,Rhymetimes,30
Cambridgeshire,March,14-10-2019,Rhymetimes,21
Cambridgeshire,March,14-10-2019,Other Events (Children),12
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,14-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Other Events (Adult),72
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,15-10-2019,Assisted Digital,1
Cambridgeshire,March,16-10-2019,Assisted Digital,1
Cambridgeshire,March,16-10-2019,Assisted Digital,1
Cambridgeshire,March,16-10-2019,Assisted Digital,1
Cambridgeshire,March,16-10-2019,Assisted Digital,1
Cambridgeshire,March,17-10-2019,Assisted Digital,1
Cambridgeshire,March,17-10-2019,Assisted Digital,1
Cambridgeshire,March,17-10-2019,Assisted Digital,1
Cambridgeshire,March,17-10-2019,Assisted Digital,1
Cambridgeshire,March,17-10-2019,Assisted Digital,1
Cambridgeshire,March,17-10-2019,Assisted Digital,1
Cambridgeshire,March,18-10-2019,Assisted Digital,1
Cambridgeshire,March,18-10-2019,Assisted Digital,1
Cambridgeshire,March,21-10-2019,Other Events (Children),50
Cambridgeshire,March,23-10-2019,Other Events (Children),36
Cambridgeshire,March,25-10-2019,Other Events (Children),26
Cambridgeshire,March,26-10-2019,Other Events (Children),47
Cambridgeshire,March,26-10-2019,Other Events (Adult),47
Cambridgeshire,March,28-10-2019,Rhymetimes,44
Cambridgeshire,March,28-10-2019,Rhymetimes,30
Cambridgeshire,March,28-10-2019,Other Events (Children),7
Cambridgeshire,March,28-10-2019,Engage Events,42
Cambridgeshire,March,02-11-2019,Storytimes,4
Cambridgeshire,March,04-11-2019,Other Events (Children),5
Cambridgeshire,March,04-11-2019,Rhymetimes,42
Cambridgeshire,March,04-11-2019,Rhymetimes,25
Cambridgeshire,March,04-11-2019,Other Events (Adult),18
Cambridgeshire,March,09-11-2019,Other Events (Children),13
Cambridgeshire,March,11-11-2019,Other Events (Children),10
Cambridgeshire,March,11-11-2019,Rhymetimes,47
Cambridgeshire,March,11-11-2019,Rhymetimes,31
Cambridgeshire,March,14-11-2019,Class Visits,15
Cambridgeshire,March,16-11-2019,Other Events (Adult),43
Cambridgeshire,March,18-11-2019,Other Events (Children),12
Cambridgeshire,March,18-11-2019,Rhymetimes,39
Cambridgeshire,March,18-11-2019,Rhymetimes,28
Cambridgeshire,March,20-11-2019,Other Events (Adult),7
Cambridgeshire,March,18-10-2019,Assisted Digital,1
Cambridgeshire,March,18-10-2019,Assisted Digital,1
Cambridgeshire,March,18-10-2019,Assisted Digital,1
Cambridgeshire,March,18-10-2019,Assisted Digital,1
Cambridgeshire,March,21-10-2019,Assisted Digital,1
Cambridgeshire,March,21-10-2019,Assisted Digital,1
Cambridgeshire,March,21-10-2019,Assisted Digital,1
Cambridgeshire,March,22-10-2019,Assisted Digital,1
Cambridgeshire,March,22-10-2019,Assisted Digital,1
Cambridgeshire,March,22-10-2019,Assisted Digital,1
Cambridgeshire,March,24-10-2019,Assisted Digital,1
Cambridgeshire,March,24-10-2019,Assisted Digital,1
Cambridgeshire,March,25-10-2019,Assisted Digital,1
Cambridgeshire,March,25-10-2019,Assisted Digital,1
Cambridgeshire,March,28-10-2019,Assisted Digital,1
Cambridgeshire,March,28-10-2019,Assisted Digital,1
Cambridgeshire,March,29-10-2019,Assisted Digital,1
Cambridgeshire,March,29-10-2019,Assisted Digital,1
Cambridgeshire,March,29-10-2019,Assisted Digital,1
Cambridgeshire,March,29-10-2019,Assisted Digital,1
Cambridgeshire,March,30-10-2019,Assisted Digital,1
Cambridgeshire,March,30-10-2019,Assisted Digital,1
Cambridgeshire,March,30-10-2019,Assisted Digital,1
Cambridgeshire,March,30-10-2019,Assisted Digital,1
Cambridgeshire,March,30-10-2019,Assisted Digital,1
Cambridgeshire,March,30-10-2019,Assisted Digital,1
Cambridgeshire,March,30-10-2019,Assisted Digital,1
Cambridgeshire,March,31-10-2019,Assisted Digital,1
Cambridgeshire,March,01-11-2019,Assisted Digital,1
Cambridgeshire,March,01-11-2019,Assisted Digital,1
Cambridgeshire,March,05-11-2019,Assisted Digital,1
Cambridgeshire,March,05-11-2019,Assisted Digital,1
Cambridgeshire,March,05-11-2019,Assisted Digital,1
Cambridgeshire,March,06-11-2019,Assisted Digital,1
Cambridgeshire,March,06-11-2019,Assisted Digital,1
Cambridgeshire,March,07-11-2019,Assisted Digital,1
Cambridgeshire,March,08-11-2019,Assisted Digital,1
Cambridgeshire,March,08-11-2019,Assisted Digital,1
Cambridgeshire,March,11-11-2019,Assisted Digital,1
Cambridgeshire,March,11-11-2019,Assisted Digital,1
Cambridgeshire,March,11-11-2019,Assisted Digital,1
Cambridgeshire,March,12-11-2019,Assisted Digital,1
Cambridgeshire,March,12-11-2019,Assisted Digital,1
Cambridgeshire,March,13-11-2019,Assisted Digital,1
Cambridgeshire,March,14-11-2019,Assisted Digital,1
Cambridgeshire,March,14-11-2019,Assisted Digital,1
Cambridgeshire,March,14-11-2019,Assisted Digital,1
Cambridgeshire,March,14-11-2019,Assisted Digital,1
Cambridgeshire,March,15-11-2019,Assisted Digital,1
Cambridgeshire,March,15-11-2019,Assisted Digital,1
Cambridgeshire,March,15-11-2019,Assisted Digital,1
Cambridgeshire,March,15-11-2019,Assisted Digital,1
Cambridgeshire,March,15-11-2019,Assisted Digital,1
Cambridgeshire,March,20-11-2019,Assisted Digital,1
Cambridgeshire,March,21-11-2019,Assisted Digital,1
Cambridgeshire,March,21-11-2019,Assisted Digital,1
Cambridgeshire,March,25-11-2019,Rhymetimes,0
Cambridgeshire,March,25-11-2019,Rhymetimes,0
Cambridgeshire,March,25-11-2019,Rhymetimes,8
Cambridgeshire,March,25-11-2019,Engage Events,41
Cambridgeshire,March,25-11-2019,Outreach (Children),23
Cambridgeshire,March,30-11-2019,Other Events (Children),20
Cambridgeshire,March,02-12-2019,Rhymetimes,0
Cambridgeshire,March,02-12-2019,Rhymetimes,0
Cambridgeshire,March,02-12-2019,Outreach (Children),7
Cambridgeshire,March,09-12-2019,Rhymetimes,22
Cambridgeshire,March,09-12-2019,Rhymetimes,24
Cambridgeshire,March,07-12-2019,Other Events (Adult),782
Cambridgeshire,March,25-11-2019,Assisted Digital,2
Cambridgeshire,March,25-11-2019,Assisted Digital,1
Cambridgeshire,March,26-11-2019,Assisted Digital,1
Cambridgeshire,March,26-11-2019,Assisted Digital,1
Cambridgeshire,March,28-11-2019,Assisted Digital,1
Cambridgeshire,March,28-11-2019,Assisted Digital,1
Cambridgeshire,March,28-11-2019,Assisted Digital,1
Cambridgeshire,March,28-11-2019,Assisted Digital,1
Cambridgeshire,March,02-12-2019,Assisted Digital,1
Cambridgeshire,March,04-12-2019,Assisted Digital,1
Cambridgeshire,March,05-12-2019,Assisted Digital,1
Cambridgeshire,March,06-12-2019,Assisted Digital,1
Cambridgeshire,March,06-12-2019,Assisted Digital,1
Cambridgeshire,March,06-12-2019,Assisted Digital,1
Cambridgeshire,March,10-12-2019,Assisted Digital,1
Cambridgeshire,March,12-12-2019,Assisted Digital,1
Cambridgeshire,March,13-12-2019,Assisted Digital,1
Cambridgeshire,March,13-12-2019,Assisted Digital,1
Cambridgeshire,March,14-12-2019,Assisted Digital,1
Cambridgeshire,March,14-12-2019,Assisted Digital,1
Cambridgeshire,March,14-12-2019,Assisted Digital,1
Cambridgeshire,March,16-12-2019,Assisted Digital,1
Cambridgeshire,March,16-12-2019,Assisted Digital,1
Cambridgeshire,March,16-12-2019,Assisted Digital,1
Cambridgeshire,March,16-12-2019,Assisted Digital,1
Cambridgeshire,March,18-12-2019,Assisted Digital,1
Cambridgeshire,March,18-12-2019,Assisted Digital,1
Cambridgeshire,March,18-12-2019,Assisted Digital,1
Cambridgeshire,March,20-12-2019,Assisted Digital,1
Cambridgeshire,March,23-12-2019,Assisted Digital,1
Cambridgeshire,March,05-01-2020,Assisted Digital,1
Cambridgeshire,March,05-01-2020,Assisted Digital,1
Cambridgeshire,March,05-01-2020,Assisted Digital,1
Cambridgeshire,March,05-01-2020,Assisted Digital,1
Cambridgeshire,March,05-01-2020,Assisted Digital,1
Cambridgeshire,March,06-01-2020,Assisted Digital,1
Cambridgeshire,March,06-01-2020,Assisted Digital,1
Cambridgeshire,March,06-01-2020,Assisted Digital,1
Cambridgeshire,March,06-01-2020,Assisted Digital,1
Cambridgeshire,March,07-01-2020,Assisted Digital,1
Cambridgeshire,March,07-01-2020,Assisted Digital,1
Cambridgeshire,March,07-01-2020,Assisted Digital,1
Cambridgeshire,March,07-01-2020,Assisted Digital,1
Cambridgeshire,March,07-01-2020,Assisted Digital,2
Cambridgeshire,March,08-01-2020,Assisted Digital,1
Cambridgeshire,March,08-01-2020,Assisted Digital,1
Cambridgeshire,Milton Road,01-04-2019,Storytimes,8
Cambridgeshire,Milton Road,05-06-2019,Storytimes,12
Cambridgeshire,Milton Road,21-06-2019,Other Events (Children),154
Cambridgeshire,Milton Road,24-06-2019,Outreach (Children),28
Cambridgeshire,Milton Road,26-06-2019,Storytimes,66
Cambridgeshire,Milton Road,27-06-2019,Outreach (Children),9
Cambridgeshire,Milton Road,27-06-2019,Other Events (Adult),5
Cambridgeshire,Milton Road,28-06-2019,Other Events (Children),5
Cambridgeshire,Milton Road,28-06-2019,Author Visits,25
Cambridgeshire,Milton Road,28-06-2019,BIPC - Workshop,1
Cambridgeshire,Milton Road,01-07-2019,Outreach (Children),370
Cambridgeshire,Milton Road,03-07-2019,Storytimes,25
Cambridgeshire,Milton Road,05-07-2019,Outreach (Children),408
Cambridgeshire,Milton Road,10-07-2019,Storytimes,33
Cambridgeshire,Milton Road,17-07-2019,Other Events (Children),199
Cambridgeshire,Milton Road,17-07-2019,Storytimes,28
Cambridgeshire,Milton Road,24-07-2019,Storytimes,26
Cambridgeshire,Milton Road,25-07-2019,Other Events (Children),9
Cambridgeshire,Milton Road,31-07-2019,Storytimes,10
Cambridgeshire,Milton Road,01-08-2019,Other Events (Children),3
Cambridgeshire,Milton Road,07-08-2019,Storytimes,13
Cambridgeshire,Milton Road,08-08-2019,Other Events (Children),29
Cambridgeshire,Milton Road,14-08-2019,Storytimes,30
Cambridgeshire,Milton Road,15-08-2019,Other Events (Children),18
Cambridgeshire,Milton Road,21-08-2019,Storytimes,18
Cambridgeshire,Milton Road,22-08-2019,Other Events (Children),17
Cambridgeshire,Milton Road,28-08-2019,Storytimes,16
Cambridgeshire,Milton Road,29-08-2019,Other Events (Children),21
Cambridgeshire,Milton Road,06-09-2019,Storytimes,13
Cambridgeshire,Milton Road,09-09-2019,Storytimes,2
Cambridgeshire,Milton Road,11-09-2019,Storytimes,20
Cambridgeshire,Milton Road,18-09-2019,Storytimes,22
Cambridgeshire,Milton Road,21-09-2019,Other Events (Children),132
Cambridgeshire,Milton Road,22-09-2019,Storytimes,6
Cambridgeshire,Milton Road,25-09-2019,Storytimes,20
Cambridgeshire,Milton Road,02-10-2019,Storytimes,13
Cambridgeshire,Milton Road,09-10-2019,Class Visits,15
Cambridgeshire,Milton Road,09-10-2019,Storytimes,27
Cambridgeshire,Milton Road,16-10-2019,Storytimes,16
Cambridgeshire,Milton Road,19-10-2019,Storytimes,2
Cambridgeshire,Milton Road,23-10-2019,Storytimes,19
Cambridgeshire,Milton Road,24-10-2019,Other Events (Children),13
Cambridgeshire,Milton Road,29-10-2019,Author Visits,15
Cambridgeshire,Milton Road,30-10-2019,Storytimes,39
Cambridgeshire,Milton Road,02-11-2019,Storytimes,23
Cambridgeshire,Milton Road,06-11-2019,Storytimes,22
Cambridgeshire,Milton Road,13-11-2019,Storytimes,28
Cambridgeshire,Milton Road,16-11-2019,Storytimes,8
Cambridgeshire,Milton Road,20-11-2019,Storytimes,30
Cambridgeshire,Milton Road,27-11-2019,Storytimes,22
Cambridgeshire,Milton Road,30-11-2019,Storytimes,12
Cambridgeshire,Milton Road,04-12-2019,Storytimes,18
Cambridgeshire,Milton Road,11-12-2019,Storytimes,19
Cambridgeshire,Milton Road,14-12-2019,Storytimes,13
Cambridgeshire,Papworth,02-04-2019,Other Events (Adult),10
Cambridgeshire,Papworth,03-04-2019,Partner Events,6
Cambridgeshire,Papworth,03-04-2019,Other Events (Adult),2
Cambridgeshire,Papworth,06-04-2019,Other Events (Adult),11
Cambridgeshire,Papworth,10-04-2019,Partner Events,5
Cambridgeshire,Papworth,11-04-2019,Engage Events,13
Cambridgeshire,Papworth,20-04-2019,Other Events (Adult),10
Cambridgeshire,Papworth,24-04-2019,Other Events (Adult),3
Cambridgeshire,Papworth,25-04-2019,Other Events (Adult),2
Cambridgeshire,Papworth,30-04-2019,Other Events (Adult),3
Cambridgeshire,Papworth,09-05-2019,Engage Events,5
Cambridgeshire,Papworth,13-06-2019,Engage Events,0
Cambridgeshire,Papworth,01-05-2019,Other Events (Adult),4
Cambridgeshire,Papworth,01-05-2019,Partner Events,2
Cambridgeshire,Papworth,02-05-2019,Other Events (Adult),2
Cambridgeshire,Papworth,04-05-2019,Other Events (Adult),7
Cambridgeshire,Papworth,09-05-2019,Other Events (Adult),2
Cambridgeshire,Papworth,14-05-2019,Other Events (Adult),2
Cambridgeshire,Papworth,14-05-2019,Other Events (Adult),8
Cambridgeshire,Papworth,18-05-2019,Other Events (Adult),9
Cambridgeshire,Papworth,29-05-2019,Other Events (Children),20
Cambridgeshire,Papworth,01-06-2019,Other Events (Adult),12
Cambridgeshire,Papworth,04-06-2019,Other Events (Adult),9
Cambridgeshire,Papworth,15-06-2019,Other Events (Adult),10
Cambridgeshire,Papworth,07-05-2019,Assisted Digital,1
Cambridgeshire,Papworth,07-05-2019,Assisted Digital,1
Cambridgeshire,Papworth,21-05-2019,Assisted Digital,1
Cambridgeshire,Papworth,27-06-2019,Assisted Digital,0
Cambridgeshire,Papworth,06-07-2019,Other Events (Adult),11
Cambridgeshire,Papworth,09-07-2019,Other Events (Adult),8
Cambridgeshire,Papworth,11-07-2019,Engage Events,7
Cambridgeshire,Papworth,20-07-2019,Other Events (Adult),8
Cambridgeshire,Papworth,29-07-2019,SRC ? Activities,7
Cambridgeshire,Papworth,21-08-2019,SRC ? Activities,11
Cambridgeshire,Papworth,29-08-2019,SRC ? Activities,38
Cambridgeshire,Papworth,05-08-2019,SRC ? Activities,0
Cambridgeshire,Papworth,12-08-2019,SRC ? Activities,0
Cambridgeshire,Papworth,19-09-2019,SRC - Ceremonies,0
Cambridgeshire,Papworth,03-08-2019,Other Events (Adult),8
Cambridgeshire,Papworth,17-08-2019,Other Events (Adult),11
Cambridgeshire,Papworth,21-09-2019,Other Events (Adult),9
Cambridgeshire,Papworth,10-09-2019,Assisted Digital,1
Cambridgeshire,Papworth,24-09-2019,Assisted Digital,1
Cambridgeshire,Papworth,24-09-2019,Assisted Digital,1
Cambridgeshire,Papworth,24-09-2019,Assisted Digital,1
Cambridgeshire,Papworth,12-09-2019,Engage Events,8
Cambridgeshire,Papworth,10-10-2019,Engage Events,0
Cambridgeshire,Papworth,17-10-2019,Assisted Digital,1
Cambridgeshire,Papworth,19-10-2019,Other Events (Adult),10
Cambridgeshire,Papworth,30-10-2019,Other Events (Adult),2
Cambridgeshire,Papworth,19-10-2019,Assisted Digital,1
Cambridgeshire,Papworth,29-10-2019,Assisted Digital,1
Cambridgeshire,Papworth,30-10-2019,Other Events (Adult),2
Cambridgeshire,Papworth,02-11-2019,Other Events (Adult),6
Cambridgeshire,Papworth,06-11-2019,Other Events (Adult),2
Cambridgeshire,Papworth,07-11-2019,Other Events (Children),18
Cambridgeshire,Papworth,13-11-2019,Other Events (Adult),2
Cambridgeshire,Papworth,16-11-2019,Other Events (Adult),7
Cambridgeshire,Papworth,16-11-2019,Assisted Digital,1
Cambridgeshire,Papworth,04-12-2019,Other Events (Adult),2
Cambridgeshire,Papworth,07-12-2019,Other Events (Adult),8
Cambridgeshire,Papworth,11-12-2019,Other Events (Adult),3
Cambridgeshire,Papworth,18-12-2019,Other Events (Adult),3
Cambridgeshire,Papworth,21-12-2019,Other Events (Adult),7
Cambridgeshire,Papworth,04-01-2020,Other Events (Adult),10
Cambridgeshire,Papworth,08-01-2020,Other Events (Adult),3
Cambridgeshire,Ramsey,08-04-2019,Other Events (Children),31
Cambridgeshire,Ramsey,16-04-2019,Other Events (Children),60
Cambridgeshire,Ramsey,02-04-2019,Assisted Digital,3
Cambridgeshire,Ramsey,24-04-2019,Assisted Digital,1
Cambridgeshire,Ramsey,30-04-2019,Assisted Digital,2
Cambridgeshire,Ramsey,30-04-2019,Assisted Digital,1
Cambridgeshire,Ramsey,02-04-2019,Assisted Digital,1
Cambridgeshire,Ramsey,05-04-2019,Rhymetimes,24
Cambridgeshire,Ramsey,05-04-2019,Rhymetimes,12
Cambridgeshire,Ramsey,26-04-2019,Rhymetimes,17
Cambridgeshire,Ramsey,26-04-2019,Rhymetimes,7
Cambridgeshire,Ramsey,03-05-2019,Rhymetimes,31
Cambridgeshire,Ramsey,03-05-2019,Rhymetimes,17
Cambridgeshire,Ramsey,04-05-2019,Other Events (Children),74
Cambridgeshire,Ramsey,07-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,07-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,07-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,10-05-2019,Rhymetimes,24
Cambridgeshire,Ramsey,10-05-2019,Rhymetimes,12
Cambridgeshire,Ramsey,14-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,14-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,17-05-2019,Rhymetimes,15
Cambridgeshire,Ramsey,17-05-2019,Rhymetimes,10
Cambridgeshire,Ramsey,21-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,21-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,21-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,21-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,24-05-2019,Rhymetimes,38
Cambridgeshire,Ramsey,24-05-2019,Rhymetimes,5
Cambridgeshire,Ramsey,28-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,28-05-2019,Assisted Digital,1
Cambridgeshire,Ramsey,30-05-2019,Other Events (Children),20
Cambridgeshire,Ramsey,05-06-2019,Outreach (Adults),9
Cambridgeshire,Ramsey,01-06-2019,Other Events (Children),8
Cambridgeshire,Ramsey,04-06-2019,Assisted Digital,1
Cambridgeshire,Ramsey,05-06-2019,Assisted Digital,1
Cambridgeshire,Ramsey,07-06-2019,Rhymetimes,40
Cambridgeshire,Ramsey,07-06-2019,Rhymetimes,13
Cambridgeshire,Ramsey,11-06-2019,Assisted Digital,2
Cambridgeshire,Ramsey,14-06-2019,Rhymetimes,20
Cambridgeshire,Ramsey,14-06-2019,Rhymetimes,4
Cambridgeshire,Ramsey,21-06-2019,Rhymetimes,30
Cambridgeshire,Ramsey,25-06-2019,Assisted Digital,2
Cambridgeshire,Ramsey,25-06-2019,Assisted Digital,2
Cambridgeshire,Ramsey,29-06-2019,Other Events (Children),7
Cambridgeshire,Ramsey,05-07-2019,Rhymetimes,0
Cambridgeshire,Ramsey,05-07-2019,Rhymetimes,0
Cambridgeshire,Ramsey,12-07-2019,Rhymetimes,23
Cambridgeshire,Ramsey,12-07-2019,Rhymetimes,9
Cambridgeshire,Ramsey,19-07-2019,Rhymetimes,14
Cambridgeshire,Ramsey,19-07-2019,Rhymetimes,12
Cambridgeshire,Ramsey,23-07-2019,Assisted Digital,1
Cambridgeshire,Ramsey,25-07-2019,Other Events (Children),33
Cambridgeshire,Ramsey,27-07-2019,Other Events (Children),16
Cambridgeshire,Ramsey,30-07-2019,Other Events (Children),30
Cambridgeshire,Ramsey,01-08-2019,Other Events (Children),29
Cambridgeshire,Ramsey,01-08-2019,Other Events (Children),30
Cambridgeshire,Ramsey,06-08-2019,Other Events (Children),12
Cambridgeshire,Ramsey,06-08-2019,Assisted Digital,5
Cambridgeshire,Ramsey,08-08-2019,Other Events (Children),20
Cambridgeshire,Ramsey,08-08-2019,Other Events (Children),28
Cambridgeshire,Ramsey,10-08-2019,Other Events (Children),26
Cambridgeshire,Ramsey,13-08-2019,Assisted Digital,3
Cambridgeshire,Ramsey,15-08-2019,Other Events (Children),35
Cambridgeshire,Ramsey,15-08-2019,Other Events (Adult),10
Cambridgeshire,Ramsey,20-08-2019,Other Events (Children),21
Cambridgeshire,Ramsey,20-08-2019,Assisted Digital,2
Cambridgeshire,Ramsey,22-08-2019,Other Events (Children),6
Cambridgeshire,Ramsey,22-08-2019,Other Events (Children),20
Cambridgeshire,Ramsey,24-07-2019,Other Events (Children),16
Cambridgeshire,Ramsey,27-08-2019,Other Events (Children),23
Cambridgeshire,Ramsey,29-08-2019,Other Events (Children),12
Cambridgeshire,Ramsey,29-08-2019,Other Events (Children),30
Cambridgeshire,Ramsey,03-09-2019,Other Events (Children),7
Cambridgeshire,Ramsey,05-09-2019,Assisted Digital,1
Cambridgeshire,Ramsey,06-09-2019,Rhymetimes,16
Cambridgeshire,Ramsey,06-09-2019,Rhymetimes,19
Cambridgeshire,Ramsey,13-09-2019,Rhymetimes,19
Cambridgeshire,Ramsey,13-09-2019,Rhymetimes,24
Cambridgeshire,Ramsey,17-09-2019,Assisted Digital,1
Cambridgeshire,Ramsey,17-09-2019,Assisted Digital,1
Cambridgeshire,Ramsey,19-09-2019,Other Events (Adult),10
Cambridgeshire,Ramsey,20-09-2019,Rhymetimes,18
Cambridgeshire,Ramsey,20-09-2019,Rhymetimes,12
Cambridgeshire,Ramsey,24-09-2019,Assisted Digital,1
Cambridgeshire,Ramsey,27-09-2019,Rhymetimes,13
Cambridgeshire,Ramsey,27-09-2019,Rhymetimes,22
